,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Times Missed,Damages
17002,257268,10/09/19,Trash - Curbside/Alley Missed Pickup,missed,2622 buena vista pike,37218,red river,3202,2.0,1726251.95303031,682501.296580686,1.0,0.0
17003,257270,10/09/19,Trash - Curbside/Alley Missed Pickup,this is day 2 and red river still has not picked up trash on plymouth ave,1205 plymouth ave,37216,red river,2203,7.0,1756589.59965872,688546.599917459,4.0,600.0
17004,257276,10/09/19,Trash - Curbside/Alley Missed Pickup,no pickup at any of 93 units,401 bowling ave,37205,red river,2304,24.0,1723706.44280815,654317.525429717,1.0,0.0
17005,257277,10/09/19,Trash - Curbside/Alley Missed Pickup,missed his and neighbors on his side of the street,1103 haysboro ave,37216,red river,2203,7.0,1755016.39988465,691694.398447596,1.0,0.0
17006,257285,10/09/19,Trash - Curbside/Alley Missed Pickup,"no one on skyview dr were pickup, tuesday's trash {unit-b}",300 tillman ln,37206,red river,1202,6.0,1753572.44431001,674663.38736475,1.0,0.0
17007,257301,10/09/19,Trash - Curbside/Alley Missed Pickup,wednesday/trash missed curb,209 leonard ave,37205,red river,2304,24.0,1723615.60000143,655175.178563475,1.0,0.0
17008,257304,10/09/19,Trash - Backdoor,backdoor missed trash pickup. wednesday,6221 vosswood dr,37205,red river,1301,23.0,1707108.2001659,647959.201736906,6.0,1000.0
17009,257309,10/09/19,Trash - Curbside/Alley Missed Pickup,missed...other neighbors missed...carts still out,3619 whitland ave,37205,red river,2304,24.0,1724382.1392386,655918.378348574,1.0,0.0
17010,257316,10/09/19,Trash - Curbside/Alley Missed Pickup,trash/wednesday sit's on the carden side of the road/curb,3801 west end ave,37205,red river,2304,24.0,1722902.60002282,655776.800183548,1.0,0.0
17011,257319,10/09/19,Trash - Curbside/Alley Missed Pickup,only emptied one of her trash carts,607 estes rd,37215,red river,2303,24.0,1721739.60013924,652520.700474465,16.0,3000.0
17012,257325,10/09/19,Trash - Curbside/Alley Missed Pickup,please find out what the problem is - i believe that this is the 5th week in a row that its been missed on a wednesday. i do take it out the night before so there is no chance that it could be missed but somehow it is - please please please resolve once and for all,1537 harding pl,37215,red river,3303,34.0,1726691.40141722,640621.600542236,15.0,2800.0
17013,257327,10/09/19,Trash - Curbside/Alley Missed Pickup,missed his plus neighbors,2113 hampton ave,37215,red river,2305,25.0,1728084.20177063,649915.200185131,2.0,200.0
17014,257335,10/09/19,Trash - Curbside/Alley Missed Pickup,the entire street was missed tuesday,1209 plymouth ave,37216,red river,2203,7.0,1756716.19862475,688561.59890404,3.0,400.0
17015,257336,10/09/19,Trash - Curbside/Alley Missed Pickup,trash was not picked up today,215 carden ave,37205,red river,2304,24.0,1723089.80043516,654897.600352575,1.0,0.0
17016,257338,10/09/19,Trash - Backdoor,backdoor....missed again,502 georgetown dr,37205,red river,1305,23.0,1707971.40173744,651574.400744795,12.0,2200.0
17017,257339,10/09/19,Trash - Backdoor,"backdoor/trash missed, wednesday",6712 darden pl,37205,red river,1305,23.0,1709078.60199451,655961.60036228,3.0,400.0
17018,257340,10/09/19,Trash Collection Complaint,resident says she has been missed numerous times and this is the 2nd week in a row that she has been missed. she says when she calls to report that they have missed her they always come out and pick up the following day but they should be coming and servicing her cart on her scheduled day which is wednesday. she wants this issue taken care of.,502 georgetown dr,37205,red river,1305,23.0,1707971.40173744,651574.400744795,12.0,2200.0
17019,257346,10/09/19,Trash - Curbside/Alley Missed Pickup,"this will be the 4th time (called twice/emailed twice), i?ve notified public works about this issue. our trash has not been picked up for two weeks now!! over 8 houses have been neglected on woodlawn dr. (between cross street of natchez trace and before the woodlawn 440 bridge) please have someone immediately come and pick up the curbside trash.",2804 woodlawn dr,37215,,,18.0,1728338.60080886,653674.401336748,4.0,600.0
17020,257350,10/09/19,Trash - Curbside/Alley Missed Pickup,missed pick up,5311 kentucky ave,37209,metro,9306,20.0,1716797.82054474,665844.019060184,1.0,0.0
17021,257355,10/09/19,Trash - Curbside/Alley Missed Pickup,missed trash.,1706 electric ave,37206,metro,9508,6.0,1750083.01157718,668284.682650794,3.0,400.0
17022,257358,10/09/19,Trash - Curbside/Alley Missed Pickup,trash not picked up. neighbors were picked up,312 williams ct,37209,red river,1301,22.0,1697399.38187575,651099.190108727,1.0,0.0
17023,257360,10/09/19,Trash Collection Complaint,this is the second week in a row our trash was not picked up on scheduled day.,1816 lombardy ave,37215,red river,4305,25.0,1731377.19365688,650870.683120548,4.0,600.0
17024,257363,10/09/19,Trash - Backdoor,missed  weekly service on wednesday,6408 brownlee dr,37205,red river,1301,23.0,1704938.60071445,649072.00187947,4.0,600.0
17025,257368,10/09/19,Trash - Curbside/Alley Missed Pickup,container out front well before required  time tuesday. today wednesday  and still no pick up.,3216 holland ln,37218,red river,4204,1.0,1719842.60096941,673608.001076693,5.0,800.0
17026,257372,10/09/19,Trash - Backdoor,"missed backdoor
trash collector often missed my location.
please pick up as soon as possible
thanks for your attention
bonnie chen-lindahl",540 close ln,37205,red river,1304,23.0,1712993.67190233,650287.09590202,2.0,200.0
17027,257386,10/10/19,Trash - Backdoor,trash pick up was missed on our regular pick up day,1036 percy warner blvd,37205,red river,1303,23.0,1709273.02883152,642092.484669981,3.0,400.0
17028,257424,10/10/19,Trash - Curbside/Alley Missed Pickup,this missed pickup is becoming a habit!,1619 7th ave n,37208,waste ind,3207,19.0,1733918.06199268,673366.521392614,3.0,400.0
17029,257425,10/10/19,Trash - Backdoor,backdoor trash pick up was missed,1032 percy warner blvd,37205,red river,1303,23.0,1709162.62995825,641919.685659272,1.0,0.0
17030,257427,10/10/19,Trash - Backdoor,backdoor trash missed,206 rolling fork ct,37205,red river,1304,23.0,1700749.90615446,641721.087600139,9.0,1600.0
17031,257430,10/10/19,Trash - Curbside/Alley Missed Pickup,miss,109 st charles pl,37212,metro,9305,18.0,1727319.69273929,658734.503378212,1.0,0.0
17032,257432,10/10/19,Trash - Curbside/Alley Missed Pickup,whole side missed,719 skyview dr,37206,red river,1202,6.0,1753424.07909632,674436.117339683,1.0,0.0
17033,257434,10/10/19,Trash - Curbside/Alley Missed Pickup,missed plus a couple others,4031 woodmont blvd,37205,,,24.0,1719937.60297914,650718.959467078,1.0,0.0
17034,257435,10/10/19,Trash - Curbside/Alley Missed Pickup,2 weeks in a row/trash missed {wednesday} entire street,3036 brightwood ave,37212,red river,4305,25.0,1731897.80096183,650433.601174775,1.0,0.0
17035,257438,10/10/19,Trash Collection Complaint,"backdoor/trash being missed almost every-week, getting tired of calling in to get picked up. wednesday/backdoor",776 georgetown dr,37205,red river,1305,23.0,1704329.00074162,652574.40178049,4.0,600.0
17036,257444,10/10/19,Trash - Backdoor,missed. would like marcus jackson to give her a call,6428 bresslyn rd,37205,red river,1301,23.0,1703666.60156576,646483.200540652,3.0,400.0
17037,257447,10/10/19,Trash - Curbside/Alley Missed Pickup,missed 2 carts,2000 warfield dr,37215,red river,3305S,25.0,1727551.60029547,645048.756002044,1.0,0.0
17038,257450,10/10/19,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed,109 jocelyn hills rd,37205,red river,1304,23.0,1703311.40063117,644072.000658511,4.0,600.0
17039,257452,10/10/19,Trash - Backdoor,"backdoor/trash missed, wednesday",889 belton dr,37205,red river,1305,23.0,1702561.52055864,653853.668907765,2.0,200.0
17040,257458,10/10/19,Trash - Backdoor,miss,559 westboro dr,37209,red river,4203,20.0,1709782.60060241,663263.202010398,4.0,600.0
17041,257462,10/10/19,Trash Collection Complaint,curb/trash missed tuesday and also neighbor[s] {wants carts emptied} today.,807 porter rd,37206,red river,1202,6.0,1752535.88619639,674486.407351424,1.0,0.0
17042,257469,10/10/19,Trash - Backdoor,backdoor...missed again...cart kept at the backdoor,715 brownlee dr,37205,red river,1301,23.0,1707599.40114637,649490.400391035,4.0,600.0
17043,257478,10/10/19,Trash - Curbside/Alley Missed Pickup,missed,715 skyview dr,37206,red river,1202,6.0,1753305.89804186,674347.271048157,1.0,0.0
17044,257479,10/10/19,Trash - Backdoor,backdoor...missed,101 jocelyn hills rd,37205,red river,1304,23.0,1702986.60133639,644503.201735139,9.0,1600.0
17045,257480,10/10/19,Trash - Backdoor,"paid/backdoor trash missed wednesday, needs to be emptied today.",6408 brownlee dr,37205,red river,1301,23.0,1704938.60071445,649072.00187947,4.0,600.0
17046,257483,10/10/19,Trash - Curbside/Alley Missed Pickup,missed entire street,1905 lombardy ave,37215,red river,4305,25.0,1730831.91123812,650968.237874828,2.0,200.0
17047,257494,10/10/19,Trash - Backdoor,we pay for backdoor service that is supposed to be picked up on wednesdays.  it was not picked up yesterday.,6670 jocelyn hollow rd,37205,red river,1304,23.0,1697781.80062834,642459.201976859,2.0,200.0
17048,257496,10/10/19,Trash - Curbside/Alley Missed Pickup,whole street missed,6436 bresslyn rd,37205,red river,1301,23.0,1703404.20042967,646360.800499365,1.0,0.0
17049,257499,10/10/19,Trash - Curbside/Alley Missed Pickup,missed trash...neighbors missed,3031 brightwood ave,37212,red river,4305,25.0,1731690.60124114,650459.200368628,4.0,600.0
17050,257501,10/10/19,Trash - Curbside/Alley Missed Pickup,missed for a couple weeks. wants to make sure they're picked up on schedule every week,3211 charlotte ave,37209,waste ind,3306,24.0,1725402.6006333,663264.800846962,4.0,600.0
17051,257522,10/10/19,Trash - Curbside/Alley Missed Pickup,missed,4414 saunders ave,37216,red river,2204,8.0,1752720.19948841,691890.997961023,2.0,200.0
17052,257524,10/10/19,Trash - Curbside/Alley Missed Pickup,trash not picked up yesterday per resident ron semansky 615-356-2334,6604 ormond dr,37205,red river,1303,23.0,1702109.00034198,641878.400849769,7.0,1200.0
17053,257528,10/10/19,Trash - Curbside/Alley Missed Pickup,missed whole area,200 nesbitt ln,37115,red river,3411,8.0,1758627.39798904,706872.799027913,3.0,400.0
17054,257529,10/10/19,Trash - Curbside/Alley Missed Pickup,missed trailer park,200 nesbitt ln,37115,red river,3411,8.0,1758627.39798904,706872.799027913,3.0,400.0
17055,257534,10/10/19,Trash - Curbside/Alley Missed Pickup,missed. can is full and can't fit the rest of trash into can. please pick up trash next to can as well,628 vantrease rd,37115,red river,3214,8.0,1753715.54450624,701172.871483274,3.0,400.0
17056,257539,10/10/19,Trash - Curbside/Alley Missed Pickup,looks like the trash at my house and next-door at 835 porter rd. was not picked up.,833 porter rd,37206,red river,1202,6.0,1752944.73115152,675150.654761602,3.0,400.0
17057,257541,10/10/19,Trash - Curbside/Alley Missed Pickup,still out,3206 holland ln,37218,red river,4204,1.0,1719973.80054808,673354.401456741,2.0,200.0
17058,257543,10/10/19,Trash - Backdoor,missed,6640 clearbrook dr,37205,red river,1303,23.0,1704025.43945779,641432.202765318,2.0,200.0
17059,257545,10/10/19,Trash - Curbside/Alley Missed Pickup,test,4790 drakes branch rd,37218,red river,3203,1.0,1717287.68982099,689190.40668198,2.0,200.0
17060,257555,10/10/19,Trash - Curbside/Alley Missed Pickup,missed,605 creative way,37115,red river,3212,8.0,1750200.19956957,695597.599764183,7.0,1200.0
17061,257560,10/10/19,Trash - Curbside/Alley Missed Pickup,missed,264 craigmeade dr,37214,red river,1503,15.0,1763945.40938565,665430.891960262,3.0,400.0
17062,257572,10/10/19,Trash Collection Complaint,resident says the entire cart was not emptied. she still has trash left after collection today. please send a truck back asap. cart stays in the alley,1508 clayton ave,37212,metro,9402,18.0,1733870.71977078,650805.027925989,5.0,800.0
17063,257573,10/10/19,Trash - Curbside/Alley Missed Pickup,"curb trash/tuesday, a u-haul parked by her cart, not her fault or driver's.",204 morganmeade ct,37216,red river,1204,7.0,1762059.32046195,681348.453680347,2.0,200.0
17064,257577,10/10/19,Trash - Curbside/Alley Missed Pickup,"missed entire alley, possibly due to illegal interference",916 32nd ave n,37209,waste ind,3307,21.0,1725226.52084162,666535.331849751,2.0,200.0
17065,257588,10/10/19,Trash - Curbside/Alley Missed Pickup,miss. driveway is on 14th,100 marshall ct,37212,metro,9407,19.0,1735542.97419779,660440.744954762,2.0,200.0
17066,257590,10/10/19,Trash - Curbside/Alley Missed Pickup,missed. driveway goes to 14th,102 marshall ct,37212,metro,9407,19.0,1735563.15753065,660437.923245677,2.0,200.0
17067,257592,10/10/19,Trash - Backdoor,"backdoor miss trash was not collected, and the two of us are over 70.",204 clearbrook ct,37205,red river,1303,23.0,1703337.69436912,642273.265990963,11.0,2000.0
17068,257618,10/10/19,Trash - Curbside/Alley Missed Pickup,still out,3605 trimble rd,37215,red river,3301,34.0,1722661.80098918,641799.201055849,1.0,0.0
17069,257619,10/10/19,Trash Collection Complaint,"has backdoor/trash, keeps getting missed tuesday's. why is cart not getting emptied? has to keep calling and she wants answers'?",536 westboro dr,37209,red river,4203,20.0,1710209.00121183,662938.400736864,3.0,400.0
17070,257650,10/10/19,Trash - Backdoor,missed,6608 ellesmere rd,37205,red river,1303,23.0,1703110.59625673,640606.777665128,4.0,600.0
17071,257666,10/10/19,Trash - Curbside/Alley Missed Pickup,"trash/missed thursday, town house, 37211",1120 thorncrest rd,37211,red river,3401,27.0,1750259.68103878,627390.106016562,3.0,400.0
17072,257687,10/10/19,Trash - Backdoor,missed back door pick up,135 carnavon pkwy,37205,red river,1303,23.0,1703614.60178102,640951.20030422,6.0,1000.0
17073,257695,10/10/19,Trash - Curbside/Alley Missed Pickup,trash on our street hasn?t been picked up on our scheduled day- tues,811 porter rd,37206,red river,1202,6.0,1752616.29885683,674607.269971882,1.0,0.0
17074,257706,10/10/19,Trash - Backdoor,backdoor miss,814 henry hale blvd,37203,waste ind,3208,19.0,1732882.59128383,666379.239493884,3.0,400.0
17075,257713,10/10/19,Trash - Curbside/Alley Missed Pickup,missed the entire alley,945 31st ave n,37209,waste ind,3307,21.0,1725347.40119667,667016.001879483,1.0,0.0
17076,257720,10/10/19,Trash - Backdoor,backdoor/wednesday miss for trash/pickup.,850 bresslyn rd,37205,red river,1305,23.0,1705553.80057277,653573.601419145,3.0,400.0
17077,257748,10/10/19,Trash - Curbside/Alley Missed Pickup,several missed,4813 buena vista pike,37218,red river,3204,1.0,1725619.18164627,690298.238162893,2.0,200.0
17078,257758,10/10/19,Trash - Curbside/Alley Missed Pickup,curb missed trash/pickup {others as well} north side of road.,221 neelys bend rd,37115,red river,3312,9.0,1758645.09402295,700686.747996151,3.0,400.0
17079,257784,10/10/19,Trash - Backdoor,missed,1016 edwin warner dr,37205,red river,1303,23.0,1708163.32940294,641116.701654968,1.0,0.0
17080,257795,10/10/19,Trash - Curbside/Alley Missed Pickup,"trash/missed thursday, town house, 37211",1120 thorncrest rd,37211,red river,3401,27.0,1750259.68103878,627390.106016562,3.0,400.0
17081,257807,10/10/19,Trash - Backdoor,backdoor/trash missed again {thursday},316 hickory st,37115,red river,3414,9.0,1759768.07685482,701870.090865841,4.0,600.0
